Category,Subcategory,Supplier,Brand,Region,Year,Month,Units Month, Values Month 
Shampoo,Anti-dandruff,Sparkle & Shine,Mango Tango,South,2023,1,4655," $27,867 "
Shampoo,Anti-dandruff,Sparkle & Shine,Mango Tango,South,2023,2,4543," $27,181 "
Shampoo,Anti-dandruff,Sparkle & Shine,Mango Tango,South,2023,3,4893," $29,358 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2018,1,32739," $132,146 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2018,2,25830," $107,646 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2018,3,34951," $147,623 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2018,4,30387," $129,605 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2018,5,37856," $162,505 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2018,6,37716," $166,747 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2018,7,39816," $171,220 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2018,8,29974," $131,005 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2018,9,22701," $110,222 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2018,10,23226," $122,332 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2018,11,21217," $120,351 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2018,12,17227," $98,686 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2019,1,21042," $125,307 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2019,2,17297," $105,574 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2019,3,19243," $119,000 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2019,4,14826," $91,959 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2019,5,16695," $103,173 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2019,6,14770," $91,490 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2019,7,14651," $91,882 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2019,8,16541," $100,436 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2019,9,17318," $107,422 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2019,10,17990," $110,894 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2019,11,17192," $108,661 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2019,12,16058," $101,759 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2020,1,19250," $120,232 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2020,2,15883," $98,266 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2020,3,20909," $130,711 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2020,4,23352," $144,109 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2020,5,16212," $102,200 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2020,6,17745," $109,088 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2020,7,20454," $124,418 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2020,8,16828," $101,906 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2020,9,19971," $120,757 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2020,10,18438," $110,628 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2020,11,15358," $91,777 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2020,12,17388," $104,188 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2021,1,17752," $106,281 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2021,2,15624," $93,240 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2021,3,16961," $101,675 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2021,4,16401," $97,713 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2021,5,14917," $88,739 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2021,6,16856," $100,457 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2021,7,16688," $99,407 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2021,8,12971," $77,196 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2021,9,13713," $81,634 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2021,10,12201," $72,590 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2021,11,10976," $65,331 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2021,12,11837," $71,036 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2022,1,10150," $61,754 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2022,2,9982," $60,711 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2022,3,9800," $59,696 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2022,4,10164," $61,901 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2022,5,10479," $63,812 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2022,6,9128," $55,566 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2022,7,9506," $57,904 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2022,8,9884," $60,235 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2022,9,9975," $60,781 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2022,10,11452," $75,495 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2022,11,9100," $61,439 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2022,12,9548," $67,039 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2023,1,8953," $66,997 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2023,2,8659," $64,883 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,Center,2023,3,8393," $62,888 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2018,1,19789," $82,110 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2018,2,19992," $81,501 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2018,3,23387," $99,239 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2018,4,22253," $97,461 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2018,5,24927," $108,304 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2018,6,27132," $119,245 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2018,7,25697," $112,000 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2018,8,23639," $106,498 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2018,9,18494," $94,934 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2018,10,23212," $130,767 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2018,11,16107," $91,609 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2018,12,13944," $81,018 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2019,1,12670," $76,909 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2019,2,12278," $73,906 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2019,3,13076," $80,353 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2019,4,12222," $75,824 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2019,5,15554," $99,260 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2019,6,12558," $79,499 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2019,7,16667," $101,514 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2019,8,16191," $97,818 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2019,9,17108," $105,140 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2019,10,16401," $101,990 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2019,11,16653," $103,075 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2019,12,16198," $100,772 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2020,1,18158," $113,344 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2020,2,16303," $101,101 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2020,3,21525," $133,007 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2020,4,19460," $119,805 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2020,5,17976," $110,845 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2020,6,19117," $117,138 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2020,7,20321," $122,549 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2020,8,18991," $114,569 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2020,9,18354," $109,634 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2020,10,17976," $107,408 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2020,11,14322," $85,477 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2020,12,14665," $87,717 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2021,1,14378," $86,030 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2021,2,13727," $82,075 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2021,3,16730," $99,757 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2021,4,14749," $87,836 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2021,5,14966," $89,187 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2021,6,14889," $88,711 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2021,7,13503," $80,325 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2021,8,9779," $58,226 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2021,9,12432," $73,976 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2021,10,11508," $68,439 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2021,11,10696," $63,693 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2021,12,11396," $68,201 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2022,1,10066," $61,243 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2022,2,9471," $57,659 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2022,3,10584," $64,512 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2022,4,9177," $55,916 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2022,5,9660," $58,814 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2022,6,9170," $55,832 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2022,7,8694," $52,948 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2022,8,9051," $55,111 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2022,9,9884," $60,193 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2022,10,12768," $82,810 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2022,11,10801," $72,842 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2022,12,9310," $65,240 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2023,1,9282," $69,496 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2023,2,9016," $67,501 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,North,2023,3,8953," $66,990 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2018,1,20937," $87,780 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2018,2,18823," $81,781 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2018,3,23646," $104,188 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2018,4,19614," $85,953 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2018,5,24024," $108,332 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2018,6,24955," $112,539 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2018,7,23926," $109,424 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2018,8,18655," $87,941 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2018,9,16338," $87,689 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2018,10,23135," $135,758 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2018,11,16275," $96,467 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2018,12,16023," $92,120 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2019,1,14329," $87,234 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2019,2,13048," $78,834 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2019,3,14140," $87,255 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2019,4,11095," $68,803 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2019,5,11179," $69,048 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2019,6,11102," $69,440 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2019,7,11095," $67,627 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2019,8,14140," $85,323 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2019,9,14434," $88,928 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2019,10,16128," $100,275 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2019,11,12719," $80,801 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2019,12,15561," $96,404 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2020,1,16744," $104,321 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2020,2,15120," $94,584 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2020,3,14763," $91,462 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2020,4,12614," $77,462 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2020,5,10297," $63,924 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2020,6,12040," $74,011 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2020,7,15484," $94,150 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2020,8,12418," $75,558 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2020,9,13622," $82,096 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2020,10,14350," $85,750 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2020,11,11900," $71,127 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2020,12,12516," $75,173 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2021,1,10255," $61,243 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2021,2,9863," $59,073 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2021,3,10906," $65,219 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2021,4,9261," $55,643 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2021,5,9555," $56,931 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2021,6,10115," $60,494 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2021,7,8890," $53,186 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2021,8,6356," $37,856 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2021,9,6867," $40,838 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2021,10,7665," $45,619 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2021,11,7273," $43,260 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2021,12,7917," $47,383 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2022,1,6496," $39,620 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2022,2,6412," $39,011 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2022,3,7042," $42,861 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2022,4,6342," $38,619 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2022,5,6524," $39,690 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2022,6,7308," $44,485 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2022,7,6489," $39,480 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2022,8,6146," $37,401 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2022,9,6804," $41,447 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2022,10,7784," $50,939 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2022,11,6272," $42,266 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2022,12,6727," $47,278 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2023,1,6881," $51,422 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2023,2,6118," $45,822 "
Shampoo,Color-safe,Apex Trading Co.,Ocean Breeze,South,2023,3,6265," $46,879 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2018,1,2702," $26,852 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2018,2,2170," $21,546 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2018,3,2569," $25,592 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2018,4,2506," $24,934 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2018,5,2352," $23,345 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2018,6,3164," $31,143 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2018,7,4130," $40,222 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2018,8,4067," $39,305 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2018,9,5257," $51,373 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2018,10,5915," $57,190 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2018,11,7861," $75,978 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2018,12,6552," $63,294 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2019,1,5341," $51,828 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2019,2,6055," $58,653 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2019,3,7070," $68,306 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2019,4,7294," $70,273 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2019,5,8365," $80,542 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2019,6,5110," $49,350 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2019,7,7000," $67,697 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2019,8,5824," $56,511 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2019,9,5565," $54,173 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2019,10,5719," $55,251 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2019,11,4746," $51,107 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2019,12,6825," $92,638 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2020,1,7714," $99,743 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2020,2,5600," $64,197 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2020,3,5026," $59,059 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2020,4,5397," $64,120 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2020,5,4242," $47,005 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2020,6,4389," $49,378 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2020,7,4886," $57,834 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2020,8,4158," $47,229 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2020,9,4410," $52,696 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2020,10,4732," $52,997 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2020,11,3304," $37,163 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2020,12,4578," $54,544 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2021,1,3262," $34,790 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2021,2,4116," $47,663 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2021,3,5579," $60,298 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2021,4,5880," $66,094 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2021,5,5047," $56,770 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2021,6,6566," $69,713 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2021,7,5530," $60,543 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2021,8,4956," $54,215 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2021,9,5726," $61,488 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2021,10,4718," $51,359 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2021,11,4522," $47,712 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2021,12,4032," $45,843 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2022,1,3325," $36,127 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2022,2,4144," $43,169 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2022,3,4844," $51,590 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2022,4,4788," $53,200 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2022,5,4543," $45,913 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2022,6,5558," $59,633 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2022,7,4347," $45,521 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2022,8,4515," $46,725 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2022,9,4977," $50,358 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2022,10,5824," $62,755 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2022,11,4536," $46,851 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2022,12,5964," $61,229 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2023,1,4368," $46,193 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2023,2,4298," $45,682 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,Center,2023,3,4893," $51,660 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2018,1,791," $7,889 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2018,2,539," $5,397 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2018,3,770," $7,644 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2018,4,476," $4,739 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2018,5,525," $5,236 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2018,6,2429," $23,261 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2018,7,4158," $39,690 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2018,8,6314," $60,340 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2018,9,6692," $63,798 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2018,10,3262," $31,108 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2018,11,3493," $33,411 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2018,12,3143," $30,058 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2019,1,3913," $37,387 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2019,2,2828," $27,076 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2019,3,3339," $31,899 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2019,4,3948," $37,709 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2019,5,1813," $17,430 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2019,6,2296," $21,945 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2019,7,2289," $21,980 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2019,8,3059," $29,197 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2019,9,2254," $21,602 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2019,10,2625," $25,214 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2019,11,2737," $32,893 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2019,12,2947," $37,345 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2020,1,3892," $44,471 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2020,2,4410," $46,823 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2020,3,3696," $36,974 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2020,4,2807," $34,335 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2020,5,2807," $31,367 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2020,6,2723," $31,451 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2020,7,2730," $32,417 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2020,8,2569," $35,889 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2020,9,3192," $33,117 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2020,10,3241," $37,604 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2020,11,2282," $25,998 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2020,12,2387," $26,733 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2021,1,2471," $31,157 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2021,2,1876," $23,303 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2021,3,2177," $30,506 "
